"Pasture"|"AUM"||7.5|||||||"26819696"|"51892137"
"Soybeans"|"Bu"||55|||||||"26819696"|"51892138"
"Wheat"|"Bu"||60|||||||"26819696"|"51892139"
"Barley"|"Bu"||60|||||||"26819697"|"51892140"
"Corn"|"Bu"||120|||||||"26819697"|"51892141"
"Corn silage"|"Tons"||25|||||||"26819697"|"51892142"
"Grass-legume hay"|"Tons"||3|||||||"26819697"|"51892143"
"Pasture"|"AUM"||5.5|||||||"26819697"|"51892144"
"Soybeans"|"Bu"||50|||||||"26819697"|"51892145"
"Wheat"|"Bu"||55|||||||"26819697"|"51892146"
"Alfalfa hay"|"Tons"||4.5|||||||"26819698"|"51892147"
"Barley"|"Bu"||85|||||||"26819698"|"51892148"
"Corn"|"Bu"||170|||||||"26819698"|"51892149"
"Corn silage"|"Tons"||30|||||||"26819698"|"51892150"
"Grass-legume hay"|"Tons"||3.5|||||||"26819698"|"51892151"
"Pasture"|"AUM"||10.5|||||||"26819698"|"51892152"
"Soybeans"|"Bu"||70|||||||"26819698"|"51892153"
"Tobacco"|"Lbs"||2400|||||||"26819698"|"51892154"
"Wheat"|"Bu"||75|||||||"26819698"|"51892155"
"Alfalfa hay"|"Tons"||4.5|||||||"26819699"|"51892156"
"Barley"|"Bu"||75|||||||"26819699"|"51892157"
"Corn"|"Bu"||150|||||||"26819699"|"51892158"
"Corn silage"|"Tons"||30|||||||"26819699"|"51892159"
"Grass-legume hay"|"Tons"||3.5|||||||"26819699"|"51892160"
"Pasture"|"AUM"||8.5|||||||"26819699"|"51892161"
"Soybeans"|"Bu"||60|||||||"26819699"|"51892162"
"Tobacco"|"Lbs"||2300|||||||"26819699"|"51892163"
"Wheat"|"Bu"||70|||||||"26819699"|"51892164"
"Barley"|"Bu"||55|||||||"26819700"|"51892165"
"Corn"|"Bu"||115|||||||"26819700"|"51892166"
"Corn silage"|"Tons"||25|||||||"26819700"|"51892167"
"Grass-legume hay"|"Tons"||3|||||||"26819700"|"51892168"
"Pasture"|"AUM"||5.5|||||||"26819700"|"51892169"
"Soybeans"|"Bu"||45|||||||"26819700"|"51892170"
"Wheat"|"Bu"||50|||||||"26819700"|"51892171"
"Alfalfa hay"|"Tons"||4.5|||||||"26819701"|"51892172"
"Barley"|"Bu"||85|||||||"26819701"|"51892173"
"Corn"|"Bu"||170|||||||"26819701"|"51892174"
"Corn silage"|"Tons"||30|||||||"26819701"|"51892175"
"Grass-legume hay"|"Tons"||3.5|||||||"26819701"|"51892176"
"Pasture"|"AUM"||10.5|||||||"26819701"|"51892177"
"Soybeans"|"Bu"||70|||||||"26819701"|"51892178"
"Tobacco"|"Lbs"||2400|||||||"26819701"|"51892179"
"Wheat"|"Bu"||75|||||||"26819701"|"51892180"
"Alfalfa hay"|"Tons"||3|||||||"26819702"|"51892181"
"Barley"|"Bu"||60|||||||"26819702"|"51892182"
"Corn"|"Bu"||115|||||||"26819702"|"51892183"
"Corn silage"|"Tons"||25|||||||"26819702"|"51892184"
"Grass-legume hay"|"Tons"||2.5|||||||"26819702"|"51892185"
"Pasture"|"AUM"||6|||||||"26819702"|"51892186"
"Soybeans"|"Bu"||45|||||||"26819702"|"51892187"
"Tobacco"|"Lbs"||2100|||||||"26819702"|"51892188"
"Wheat"|"Bu"||50|||||||"26819702"|"51892189"
"Alfalfa hay"|"Tons"||4|||||||"26819703"|"51892190"
"Barley"|"Bu"||70|||||||"26819703"|"51892191"
"Corn"|"Bu"||135|||||||"26819703"|"51892192"
"Corn silage"|"Tons"||25|||||||"26819703"|"51892193"
"Grass-legume hay"|"Tons"||3|||||||"26819703"|"51892194"
"Pasture"|"AUM"||7.5|||||||"26819703"|"51892195"
"Soybeans"|"Bu"||55|||||||"26819703"|"51892196"
"Wheat"|"Bu"||60|||||||"26819703"|"51892197"
"Barley"|"Bu"||60|||||||"26819707"|"51892198"
"Corn"|"Bu"||120|||||||"26819707"|"51892199"
"Corn silage"|"Tons"||25|||||||"26819707"|"51892200"
"Grass-legume hay"|"Tons"||3|||||||"26819707"|"51892201"
"Pasture"|"AUM"||5.5|||||||"26819707"|"51892202"
"Soybeans"|"Bu"||50|||||||"26819707"|"51892203"
"Wheat"|"Bu"||55|||||||"26819707"|"51892204"
"Barley"|"Bu"||55|||||||"26819712"|"51892205"
"Corn"|"Bu"||115|||||||"26819712"|"51892206"
"Corn silage"|"Tons"||25|||||||"26819712"|"51892207"
"Grass-legume hay"|"Tons"||3|||||||"26819712"|"51892208"
"Pasture"|"AUM"||5.5|||||||"26819712"|"51892209"
"Soybeans"|"Bu"||45|||||||"26819712"|"51892210"
"Wheat"|"Bu"||50|||||||"26819712"|"51892211"
"Alfalfa hay"|"Tons"||3.5|||||||"26819714"|"51892212"
"Barley"|"Bu"||55|||||||"26819714"|"51892213"
"Corn"|"Bu"||135|||||||"26819714"|"51892214"
"Corn silage"|"Tons"||25|||||||"26819714"|"51892215"
"Grass-legume hay"|"Tons"||3|||||||"26819714"|"51892216"
"Pasture"|"AUM"||6.5|||||||"26819714"|"51892217"
"Soybeans"|"Bu"||55|||||||"26819714"|"51892218"
"Tobacco"|"Lbs"||2100|||||||"26819714"|"51892219"
"Wheat"|"Bu"||60|||||||"26819714"|"51892220"
"Alfalfa hay"|"Tons"||4.5|||||||"26819715"|"51892221"
"Barley"|"Bu"||75|||||||"26819715"|"51892222"
"Corn"|"Bu"||150|||||||"26819715"|"51892223"
"Corn silage"|"Tons"||30|||||||"26819715"|"51892224"
"Grass-legume hay"|"Tons"||3.5|||||||"26819715"|"51892225"
"Pasture"|"AUM"||8.5|||||||"26819715"|"51892226"
"Soybeans"|"Bu"||60|||||||"26819715"|"51892227"
"Tobacco"|"Lbs"||2300|||||||"26819715"|"51892228"
"Wheat"|"Bu"||70|||||||"26819715"|"51892229"
"Barley"|"Bu"||60|||||||"26819716"|"51892230"
"Corn"|"Bu"||120|||||||"26819716"|"51892231"
"Corn silage"|"Tons"||25|||||||"26819716"|"51892232"
"Grass-legume hay"|"Tons"||3|||||||"26819716"|"51892233"
"Pasture"|"AUM"||5.5|||||||"26819716"|"51892234"
"Soybeans"|"Bu"||50|||||||"26819716"|"51892235"
"Wheat"|"Bu"||55|||||||"26819716"|"51892236"
"Alfalfa hay"|"Tons"||4.5|||||||"26819717"|"51892237"
"Barley"|"Bu"||75|||||||"26819717"|"51892238"
"Corn"|"Bu"||150|||||||"26819717"|"51892239"
"Corn silage"|"Tons"||30|||||||"26819717"|"51892240"
"Grass-legume hay"|"Tons"||3|||||||"26819717"|"51892241"
"Pasture"|"AUM"||8.5|||||||"26819717"|"51892242"
"Soybeans"|"Bu"||60|||||||"26819717"|"51892243"
"Tobacco"|"Lbs"||2300|||||||"26819717"|"51892244"
"Wheat"|"Bu"||70|||||||"26819717"|"51892245"
"Alfalfa hay"|"Tons"||4.5|||||||"26819718"|"51892246"
"Barley"|"Bu"||85|||||||"26819718"|"51892247"
"Corn"|"Bu"||170|||||||"26819718"|"51892248"
"Corn silage"|"Tons"||30|||||||"26819718"|"51892249"
"Grass-legume hay"|"Tons"||3.5|||||||"26819718"|"51892250"
"Pasture"|"AUM"||10.5|||||||"26819718"|"51892251"
"Soybeans"|"Bu"||70|||||||"26819718"|"51892252"
"Tobacco"|"Lbs"||2400|||||||"26819718"|"51892253"
"Wheat"|"Bu"||75|||||||"26819718"|"51892254"
"Alfalfa hay"|"Tons"||4.5|||||||"26819719"|"51892255"
"Barley"|"Bu"||75|||||||"26819719"|"51892256"
"Corn"|"Bu"||150|||||||"26819719"|"51892257"
"Corn silage"|"Tons"||30|||||||"26819719"|"51892258"
"Grass-legume hay"|"Tons"||3|||||||"26819719"|"51892259"
"Pasture"|"AUM"||8.5|||||||"26819719"|"51892260"
"Soybeans"|"Bu"||60|||||||"26819719"|"51892261"
"Tobacco"|"Lbs"||2300|||||||"26819719"|"51892262"
"Wheat"|"Bu"||70|||||||"26819719"|"51892263"
"Barley"|"Bu"||60|||||||"26819720"|"51892264"
"Corn"|"Bu"||120|||||||"26819720"|"51892265"
"Corn silage"|"Tons"||25|||||||"26819720"|"51892266"
"Grass-legume hay"|"Tons"||3|||||||"26819720"|"51892267"
"Pasture"|"AUM"||5.5|||||||"26819720"|"51892268"
"Soybeans"|"Bu"||50|||||||"26819720"|"51892269"
"Wheat"|"Bu"||55|||||||"26819720"|"51892270"
"Alfalfa hay"|"Tons"||3.5|||||||"26819721"|"51892271"
"Barley"|"Bu"||55|||||||"26819721"|"51892272"
"Corn"|"Bu"||135|||||||"26819721"|"51892273"
"Corn silage"|"Tons"||25|||||||"26819721"|"51892274"
"Grass-legume hay"|"Tons"||3|||||||"26819721"|"51892275"
"Pasture"|"AUM"||6.5|||||||"26819721"|"51892276"
"Soybeans"|"Bu"||55|||||||"26819721"|"51892277"
"Tobacco"|"Lbs"||2100|||||||"26819721"|"51892278"
"Wheat"|"Bu"||60|||||||"26819721"|"51892279"
"Alfalfa hay"|"Tons"||4.5|||||||"26819722"|"51892280"
"Barley"|"Bu"||75|||||||"26819722"|"51892281"
"Corn"|"Bu"||150|||||||"26819722"|"51892282"
"Corn silage"|"Tons"||30|||||||"26819722"|"51892283"
"Grass-legume hay"|"Tons"||3.5|||||||"26819722"|"51892284"
"Pasture"|"AUM"||8.5|||||||"26819722"|"51892285"
"Soybeans"|"Bu"||60|||||||"26819722"|"51892286"
"Tobacco"|"Lbs"||2300|||||||"26819722"|"51892287"
"Wheat"|"Bu"||70|||||||"26819722"|"51892288"
"Alfalfa hay"|"Tons"||4.5|||||||"26819723"|"51892289"
"Barley"|"Bu"||85|||||||"26819723"|"51892290"
"Corn"|"Bu"||170|||||||"26819723"|"51892291"
"Corn silage"|"Tons"||30|||||||"26819723"|"51892292"
"Grass-legume hay"|"Tons"||3.5|||||||"26819723"|"51892293"
"Pasture"|"AUM"||10.5|||||||"26819723"|"51892294"
"Soybeans"|"Bu"||70|||||||"26819723"|"51892295"
"Tobacco"|"Lbs"||2400|||||||"26819723"|"51892296"
"Wheat"|"Bu"||75|||||||"26819723"|"51892297"
"Alfalfa hay"|"Tons"||4.5|||||||"26819724"|"51892298"
"Barley"|"Bu"||75|||||||"26819724"|"51892299"
"Corn"|"Bu"||150|||||||"26819724"|"51892300"
"Corn silage"|"Tons"||30|||||||"26819724"|"51892301"
"Grass-legume hay"|"Tons"||3.5|||||||"26819724"|"51892302"
"Pasture"|"AUM"||8.5|||||||"26819724"|"51892303"
"Soybeans"|"Bu"||60|||||||"26819724"|"51892304"
"Tobacco"|"Lbs"||2300|||||||"26819724"|"51892305"
"Wheat"|"Bu"||70|||||||"26819724"|"51892306"
"Alfalfa hay"|"Tons"||3.5|||||||"26819725"|"51892307"
"Barley"|"Bu"||55|||||||"26819725"|"51892308"
"Corn"|"Bu"||135|||||||"26819725"|"51892309"
"Corn silage"|"Tons"||25|||||||"26819725"|"51892310"
"Grass-legume hay"|"Tons"||3|||||||"26819725"|"51892311"
"Pasture"|"AUM"||6.5|||||||"26819725"|"51892312"
"Soybeans"|"Bu"||55|||||||"26819725"|"51892313"
"Tobacco"|"Lbs"||2100|||||||"26819725"|"51892314"
"Wheat"|"Bu"||60|||||||"26819725"|"51892315"
"Barley"|"Bu"||60|||||||"26819726"|"51892316"
